Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
22/03/2010,איטליה,אירופה,שריפת יער,סכנה קיצונית,860,קריסת מערכות מוחלטת,37,5182,531,קריטית,כן
27/01/2003,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,1809,קריסת מערכות מוחלטת,106,36419,1997,קריטית,כן
09/04/2000,איטליה,אירופה,שריפת יער,סכנה קיצונית,15690,קריסת מערכות מוחלטת,55,35028,916,קריטית,כן
22/03/2014,טורקיה,אירופה,שריפת יער,סכנה קיצונית,15359,קריסת מערכות מוחלטת,225,24981,92,קריטית,כן
17/10/2012,איטליה,אירופה,שריפת יער,סכנה קיצונית,18929,קריסת מערכות מוחלטת,176,37212,1068,קריטית,כן
07/10/2025,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,2708,קריסת מערכות מוחלטת,23,24799,1510,קריטית,כן
30/11/2005,יפן,אסיה,שריפת יער,סכנה קיצונית,20316,קריסת מערכות מוחלטת,172,6392,3,קריטית,כן
26/08/2012,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,1735,קריסת מערכות מוחלטת,67,35080,207,קריטית,כן
04/06/2023,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,21108,קריסת מערכות מוחלטת,79,35353,706,קריטית,כן
20/09/2011,איטליה,אירופה,שריפת יער,סכנה קיצונית,10697,קריסת מערכות מוחלטת,204,27852,531,קריטית,כן
14/06/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,601,קריסת מערכות מוחלטת,117,23438,449,קריטית,כן
02/04/2017,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,10113,קריסת מערכות מוחלטת,114,18371,763,קריטית,כן
22/04/2005,יפן,אסיה,שריפת יער,סכנה קיצונית,8166,קריסת מערכות מוחלטת,2,10208,881,קריטית,כן
21/03/2000,יפן,אסיה,שריפת יער,סכנה קיצונית,18089,קריסת מערכות מוחלטת,75,20206,241,קריטית,כן
25/01/2001,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,21748,קריסת מערכות מוחלטת,94,6382,579,קריטית,כן
26/02/2011,יפן,אסיה,שריפת יער,סכנה קיצונית,13256,קריסת מערכות מוחלטת,230,47264,1537,קריטית,כן
11/07/2010,טורקיה,אירופה,שריפת יער,סכנה קיצונית,23432,קריסת מערכות מוחלטת,84,41439,1509,קריטית,כן
24/12/2006,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,5256,קריסת מערכות מוחלטת,284,23914,1706,קריטית,כן
06/07/2003,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,19617,קריסת מערכות מוחלטת,253,46818,230,קריטית,כן
02/04/2004,הודו,אסיה,שריפת יער,סכנה קיצונית,12835,קריסת מערכות מוחלטת,241,22142,877,קריטית,כן
14/09/2022,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,8208,קריסת מערכות מוחלטת,7,43834,402,קריטית,כן
10/11/2003,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,8763,קריסת מערכות מוחלטת,81,21496,1337,קריטית,כן
08/01/2000,איטליה,אירופה,שריפת יער,סכנה קיצונית,16348,קריסת מערכות מוחלטת,199,15335,268,קריטית,כן
28/12/2010,הודו,אסיה,שריפת יער,סכנה קיצונית,15600,קריסת מערכות מוחלטת,102,44154,1870,קריטית,כן
27/05/2016,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,4822,קריסת מערכות מוחלטת,79,26187,242,קריטית,כן
01/10/2016,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,15069,קריסת מערכות מוחלטת,154,34884,93,קריטית,כן
26/09/2015,איטליה,אירופה,שריפת יער,סכנה קיצונית,15655,קריסת מערכות מוחלטת,282,13171,1938,קריטית,כן
11/03/2003,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8468,קריסת מערכות מוחלטת,5,36538,1431,קריטית,כן
16/07/2020,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,13050,קריסת מערכות מוחלטת,101,13592,552,קריטית,כן
16/04/2009,טורקיה,אירופה,שריפת יער,סכנה קיצונית,2638,קריסת מערכות מוחלטת,135,48916,700,קריטית,כן
29/03/2017,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,22794,קריסת מערכות מוחלטת,157,28794,798,קריטית,כן
11/04/2026,יפן,אסיה,שריפת יער,סכנה קיצונית,20090,קריסת מערכות מוחלטת,64,44794,1304,קריטית,כן
23/05/2017,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,5920,קריסת מערכות מוחלטת,50,22078,1009,קריטית,כן
12/03/2016,טורקיה,אירופה,שריפת יער,סכנה קיצונית,21058,קריסת מערכות מוחלטת,175,7803,1914,קריטית,כן
02/05/2002,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,19577,קריסת מערכות מוחלטת,292,9961,202,קריטית,כן
22/05/2007,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7337,קריסת מערכות מוחלטת,30,2137,234,קריטית,כן
14/01/2000,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,19062,קריסת מערכות מוחלטת,142,12154,384,קריטית,כן
07/09/2020,יפן,אסיה,שריפת יער,סכנה קיצונית,11112,קריסת מערכות מוחלטת,126,22335,1201,קריטית,כן
20/09/2010,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,8995,קריסת מערכות מוחלטת,162,20092,1012,קריטית,כן
12/05/2022,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,15560,קריסת מערכות מוחלטת,238,375,1584,קריטית,כן
07/11/2017,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,3845,קריסת מערכות מוחלטת,10,13396,689,קריטית,כן
30/12/2015,הודו,אסיה,שריפת יער,סכנה קיצונית,11603,קריסת מערכות מוחלטת,296,8916,1307,קריטית,כן
22/06/2005,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,14329,קריסת מערכות מוחלטת,179,9350,1783,קריטית,כן
23/08/2012,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,20805,קריסת מערכות מוחלטת,228,44288,811,קריטית,כן
21/05/2020,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,24496,קריסת מערכות מוחלטת,273,28358,1400,קריטית,כן
23/10/2017,טורקיה,אירופה,שריפת יער,סכנה קיצונית,14623,קריסת מערכות מוחלטת,84,19934,1673,קריטית,כן
07/12/2014,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,1938,קריסת מערכות מוחלטת,13,8801,1421,קריטית,כן
11/04/2004,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,24280,קריסת מערכות מוחלטת,191,8402,1804,קריטית,כן
09/03/2019,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,5120,קריסת מערכות מוחלטת,270,33525,1921,קריטית,כן
01/05/2020,הודו,אסיה,שריפת יער,סכנה קיצונית,4232,קריסת מערכות מוחלטת,193,28467,1593,קריטית,כן
18/07/2000,הודו,אסיה,שריפת יער,סכנה קיצונית,22898,קריסת מערכות מוחלטת,120,22701,1249,קריטית,כן
16/03/2008,הודו,אסיה,שריפת יער,סכנה קיצונית,10712,קריסת מערכות מוחלטת,128,49806,949,קריטית,כן
25/09/2011,איטליה,אירופה,שריפת יער,סכנה קיצונית,16578,קריסת מערכות מוחלטת,58,1109,1123,קריטית,כן
28/12/2009,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,19753,קריסת מערכות מוחלטת,151,12022,1473,קריטית,כן
02/01/2012,יפן,אסיה,שריפת יער,סכנה קיצונית,18167,קריסת מערכות מוחלטת,100,28320,335,קריטית,כן
19/09/2009,איטליה,אירופה,שריפת יער,סכנה קיצונית,17088,קריסת מערכות מוחלטת,61,29021,1050,קריטית,כן
09/05/2001,יפן,אסיה,שריפת יער,סכנה קיצונית,3085,קריסת מערכות מוחלטת,56,9965,775,קריטית,כן
23/08/2016,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8680,קריסת מערכות מוחלטת,109,9523,457,קריטית,כן
08/07/2021,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,3477,קריסת מערכות מוחלטת,192,33436,814,קריטית,כן
08/08/2025,איטליה,אירופה,שריפת יער,סכנה קיצונית,7397,קריסת מערכות מוחלטת,5,25521,908,קריטית,כן
29/09/2017,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,18935,קריסת מערכות מוחלטת,295,2733,197,קריטית,כן
07/03/2025,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,22540,קריסת מערכות מוחלטת,108,25658,1156,קריטית,כן
18/11/2008,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,9477,קריסת מערכות מוחלטת,170,16770,1417,קריטית,כן
05/07/2012,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,13605,קריסת מערכות מוחלטת,246,27902,1410,קריטית,כן
16/09/2012,טורקיה,אירופה,שריפת יער,סכנה קיצונית,17839,קריסת מערכות מוחלטת,15,30148,1357,קריטית,כן
07/10/2001,יפן,אסיה,שריפת יער,סכנה קיצונית,18273,קריסת מערכות מוחלטת,220,46447,1456,קריטית,כן
15/04/2011,יפן,אסיה,שריפת יער,סכנה קיצונית,13402,קריסת מערכות מוחלטת,214,4092,27,קריטית,כן
22/08/2022,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,16017,קריסת מערכות מוחלטת,7,26963,169,קריטית,כן
01/08/2005,טורקיה,אירופה,שריפת יער,סכנה קיצונית,8825,קריסת מערכות מוחלטת,111,29322,1494,קריטית,כן
01/09/2013,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,13680,קריסת מערכות מוחלטת,12,44198,1386,קריטית,כן
29/07/2019,איטליה,אירופה,שריפת יער,סכנה קיצונית,14816,קריסת מערכות מוחלטת,43,31788,276,קריטית,כן
04/06/2018,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,10885,קריסת מערכות מוחלטת,112,36633,790,קריטית,כן
23/12/2004,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,24095,קריסת מערכות מוחלטת,169,13323,684,קריטית,כן
22/05/2010,הודו,אסיה,שריפת יער,סכנה קיצונית,24126,קריסת מערכות מוחלטת,41,42446,409,קריטית,כן
13/12/2013,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,22779,קריסת מערכות מוחלטת,137,2787,1182,קריטית,כן
18/05/2018,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7254,קריסת מערכות מוחלטת,170,34037,1768,קריטית,כן
17/05/2010,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,23294,קריסת מערכות מוחלטת,186,12148,450,קריטית,כן
24/04/2011,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,1059,קריסת מערכות מוחלטת,236,1350,1712,קריטית,כן
22/10/2011,הודו,אסיה,שריפת יער,סכנה קיצונית,21948,קריסת מערכות מוחלטת,254,13567,52,קריטית,כן
24/11/2019,טורקיה,אירופה,שריפת יער,סכנה קיצונית,7615,קריסת מערכות מוחלטת,190,21874,1244,קריטית,כן
20/05/2008,טורקיה,אירופה,שריפת יער,סכנה קיצונית,24634,קריסת מערכות מוחלטת,50,25607,849,קריטית,כן
16/09/2025,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,2261,קריסת מערכות מוחלטת,107,29263,1696,קריטית,כן
09/01/2001,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,6277,קריסת מערכות מוחלטת,264,38552,660,קריטית,כן
11/05/2008,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,23388,קריסת מערכות מוחלטת,9,40982,715,קריטית,כן
05/05/2025,יפן,אסיה,שריפת יער,סכנה קיצונית,12852,קריסת מערכות מוחלטת,252,39562,1635,קריטית,כן
31/03/2005,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,13615,קריסת מערכות מוחלטת,137,9822,1881,קריטית,כן
14/01/2001,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,22933,קריסת מערכות מוחלטת,277,9169,1721,קריטית,כן
24/10/2003,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,20319,קריסת מערכות מוחלטת,111,11090,173,קריטית,כן
14/10/2017,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,1950,קריסת מערכות מוחלטת,61,2892,1519,קריטית,כן
26/10/2022,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,23216,קריסת מערכות מוחלטת,222,25013,235,קריטית,כן
17/06/2021,הודו,אסיה,שריפת יער,סכנה קיצונית,1140,קריסת מערכות מוחלטת,215,4644,144,קריטית,כן
21/04/2025,איטליה,אירופה,שריפת יער,סכנה קיצונית,18594,קריסת מערכות מוחלטת,209,4938,1924,קריטית,כן
01/05/2010,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,4372,קריסת מערכות מוחלטת,232,36380,1520,קריטית,כן
06/11/2016,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8054,קריסת מערכות מוחלטת,248,11819,356,קריטית,כן
07/04/2014,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,9497,קריסת מערכות מוחלטת,197,45484,1811,קריטית,כן
12/12/2004,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,12761,קריסת מערכות מוחלטת,119,8807,63,קריטית,כן
03/06/2021,טורקיה,אירופה,שריפת יער,סכנה קיצונית,17263,קריסת מערכות מוחלטת,135,10012,774,קריטית,כן
06/03/2006,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,22616,קריסת מערכות מוחלטת,16,24519,349,קריטית,כן
04/08/2003,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,2102,קריסת מערכות מוחלטת,169,3681,558,קריטית,כן
13/02/2023,יפן,אסיה,שריפת יער,סכנה קיצונית,2724,קריסת מערכות מוחלטת,42,30817,1713,קריטית,כן
03/11/2025,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,12358,קריסת מערכות מוחלטת,152,16628,81,קריטית,כן
26/12/2017,איטליה,אירופה,שריפת יער,סכנה קיצונית,5083,קריסת מערכות מוחלטת,106,25848,45,קריטית,כן
19/10/2002,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8423,קריסת מערכות מוחלטת,261,13929,1226,קריטית,כן
15/03/2026,טורקיה,אירופה,שריפת יער,סכנה קיצונית,22238,קריסת מערכות מוחלטת,236,19223,542,קריטית,כן
27/08/2019,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,12832,קריסת מערכות מוחלטת,174,5534,344,קריטית,כן
11/03/2012,איטליה,אירופה,שריפת יער,סכנה קיצונית,12869,קריסת מערכות מוחלטת,266,5846,1013,קריטית,כן
08/04/2018,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,4515,קריסת מערכות מוחלטת,115,46227,422,קריטית,כן
19/09/2000,הודו,אסיה,שריפת יער,סכנה קיצונית,18834,קריסת מערכות מוחלטת,274,39909,1079,קריטית,כן
12/04/2021,טורקיה,אירופה,שריפת יער,סכנה קיצונית,6466,קריסת מערכות מוחלטת,167,39423,1814,קריטית,כן
12/09/2017,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,21241,קריסת מערכות מוחלטת,281,16720,310,קריטית,כן
17/06/2006,יפן,אסיה,שריפת יער,סכנה קיצונית,653,קריסת מערכות מוחלטת,209,25746,1189,קריטית,כן
03/07/2009,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,8583,קריסת מערכות מוחלטת,138,23520,292,קריטית,כן
31/10/2023,איטליה,אירופה,שריפת יער,סכנה קיצונית,22604,קריסת מערכות מוחלטת,27,42224,1642,קריטית,כן
13/03/2026,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,1716,קריסת מערכות מוחלטת,282,636,484,קריטית,כן
10/08/2005,טורקיה,אירופה,שריפת יער,סכנה קיצונית,24874,קריסת מערכות מוחלטת,83,5553,1533,קריטית,כן
29/09/2009,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,4841,קריסת מערכות מוחלטת,267,16979,263,קריטית,כן
19/12/2004,איטליה,אירופה,שריפת יער,סכנה קיצונית,1156,קריסת מערכות מוחלטת,267,38814,225,קריטית,כן
31/07/2018,טורקיה,אירופה,שריפת יער,סכנה קיצונית,19087,קריסת מערכות מוחלטת,107,16509,761,קריטית,כן
17/10/2016,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,2887,קריסת מערכות מוחלטת,40,28808,142,קריטית,כן
02/05/2008,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,20078,קריסת מערכות מוחלטת,241,49018,1065,קריטית,כן
22/07/2011,יפן,אסיה,שריפת יער,סכנה קיצונית,12994,קריסת מערכות מוחלטת,193,22069,1160,קריטית,כן
04/04/2005,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,18221,קריסת מערכות מוחלטת,14,34264,43,קריטית,כן
02/07/2024,טורקיה,אירופה,שריפת יער,סכנה קיצונית,22208,קריסת מערכות מוחלטת,192,2296,1129,קריטית,כן
17/06/2010,איטליה,אירופה,שריפת יער,סכנה קיצונית,4418,קריסת מערכות מוחלטת,191,18354,1568,קריטית,כן
31/12/2011,טורקיה,אירופה,שריפת יער,סכנה קיצונית,16871,קריסת מערכות מוחלטת,29,25612,1925,קריטית,כן
16/03/2026,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,3774,קריסת מערכות מוחלטת,90,19566,155,קריטית,כן
18/10/2018,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,13711,קריסת מערכות מוחלטת,161,13846,1799,קריטית,כן
26/08/2004,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,5125,קריסת מערכות מוחלטת,128,41944,449,קריטית,כן
17/11/2018,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,3450,קריסת מערכות מוחלטת,22,38004,1720,קריטית,כן
04/06/2021,איטליה,אירופה,שריפת יער,סכנה קיצונית,23978,קריסת מערכות מוחלטת,37,22949,77,קריטית,כן
21/06/2001,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,4352,קריסת מערכות מוחלטת,155,48997,990,קריטית,כן
30/10/2022,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8203,קריסת מערכות מוחלטת,198,29942,1910,קריטית,כן
25/02/2011,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,20497,קריסת מערכות מוחלטת,205,22594,221,קריטית,כן
16/03/2012,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,13248,קריסת מערכות מוחלטת,79,21073,1573,קריטית,כן
25/06/2005,הודו,אסיה,שריפת יער,סכנה קיצונית,7024,קריסת מערכות מוחלטת,209,37034,963,קריטית,כן
14/12/2003,יפן,אסיה,שריפת יער,סכנה קיצונית,3448,קריסת מערכות מוחלטת,224,22230,1132,קריטית,כן
22/03/2016,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,11088,קריסת מערכות מוחלטת,103,39583,7,קריטית,כן
01/05/2020,הודו,אסיה,שריפת יער,סכנה קיצונית,17253,קריסת מערכות מוחלטת,241,43819,1179,קריטית,כן
23/02/2001,יפן,אסיה,שריפת יער,סכנה קיצונית,19248,קריסת מערכות מוחלטת,192,15663,412,קריטית,כן
26/05/2012,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,19464,קריסת מערכות מוחלטת,251,39340,713,קריטית,כן
11/05/2019,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,23418,קריסת מערכות מוחלטת,265,12242,1408,קריטית,כן
17/07/2008,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,23311,קריסת מערכות מוחלטת,161,37798,27,קריטית,כן
09/05/2023,טורקיה,אירופה,שריפת יער,סכנה קיצונית,11540,קריסת מערכות מוחלטת,16,34309,155,קריטית,כן
13/09/2012,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,9749,קריסת מערכות מוחלטת,131,9515,878,קריטית,כן
15/07/2003,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,18786,קריסת מערכות מוחלטת,156,45972,1165,קריטית,כן
24/07/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,16348,קריסת מערכות מוחלטת,10,49745,690,קריטית,כן
09/01/2014,הודו,אסיה,שריפת יער,סכנה קיצונית,17053,קריסת מערכות מוחלטת,56,14807,621,קריטית,כן
04/03/2007,טורקיה,אירופה,שריפת יער,סכנה קיצונית,15306,קריסת מערכות מוחלטת,171,46712,865,קריטית,כן
20/06/2009,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,13329,קריסת מערכות מוחלטת,193,28996,788,קריטית,כן
29/06/2009,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,15664,קריסת מערכות מוחלטת,144,39505,1114,קריטית,כן
21/07/2000,טורקיה,אירופה,שריפת יער,סכנה קיצונית,8750,קריסת מערכות מוחלטת,254,15065,1163,קריטית,כן
28/10/2002,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,18658,קריסת מערכות מוחלטת,73,42989,1007,קריטית,כן
07/05/2017,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,13993,קריסת מערכות מוחלטת,90,11157,1414,קריטית,כן
08/11/2017,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,11255,קריסת מערכות מוחלטת,167,47114,1842,קריטית,כן
21/01/2002,טורקיה,אירופה,שריפת יער,סכנה קיצונית,18689,קריסת מערכות מוחלטת,166,3306,203,קריטית,כן
09/10/2018,יפן,אסיה,שריפת יער,סכנה קיצונית,19025,קריסת מערכות מוחלטת,278,43107,956,קריטית,כן
31/08/2001,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,20853,קריסת מערכות מוחלטת,71,11170,760,קריטית,כן
30/04/2006,איטליה,אירופה,שריפת יער,סכנה קיצונית,24512,קריסת מערכות מוחלטת,222,27559,1222,קריטית,כן
29/11/2025,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,13364,קריסת מערכות מוחלטת,254,46174,814,קריטית,כן
16/05/2021,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,11092,קריסת מערכות מוחלטת,214,31565,1050,קריטית,כן
12/05/2024,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,21132,קריסת מערכות מוחלטת,145,47226,492,קריטית,כן
24/11/2002,הודו,אסיה,שריפת יער,סכנה קיצונית,23843,קריסת מערכות מוחלטת,58,9027,567,קריטית,כן
16/06/2018,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,2822,קריסת מערכות מוחלטת,16,38772,313,קריטית,כן
21/04/2022,איטליה,אירופה,שריפת יער,סכנה קיצונית,4371,קריסת מערכות מוחלטת,27,26030,1119,קריטית,כן
10/06/2003,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,18624,קריסת מערכות מוחלטת,4,11610,1926,קריטית,כן
08/06/2019,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,3894,קריסת מערכות מוחלטת,13,18929,1620,קריטית,כן
03/10/2016,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,19097,קריסת מערכות מוחלטת,181,38886,1001,קריטית,כן
28/07/2012,איטליה,אירופה,שריפת יער,סכנה קיצונית,17566,קריסת מערכות מוחלטת,30,39304,1979,קריטית,כן
03/08/2022,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,18771,קריסת מערכות מוחלטת,54,42754,22,קריטית,כן
06/07/2006,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,23509,קריסת מערכות מוחלטת,169,23541,1008,קריטית,כן
05/01/2016,איטליה,אירופה,שריפת יער,סכנה קיצונית,9856,קריסת מערכות מוחלטת,143,5937,669,קריטית,כן
03/10/2017,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,1810,קריסת מערכות מוחלטת,227,32499,1515,קריטית,כן
13/06/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,15553,קריסת מערכות מוחלטת,13,45765,1618,קריטית,כן
03/03/2003,טורקיה,אירופה,שריפת יער,סכנה קיצונית,543,קריסת מערכות מוחלטת,263,26228,383,קריטית,כן
11/11/2025,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,11691,קריסת מערכות מוחלטת,268,46329,1651,קריטית,כן
25/07/2004,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,23021,קריסת מערכות מוחלטת,148,410,1465,קריטית,כן
02/02/2002,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,9102,קריסת מערכות מוחלטת,229,36867,1089,קריטית,כן
05/08/2000,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,7105,קריסת מערכות מוחלטת,295,37892,1957,קריטית,כן
17/01/2026,הודו,אסיה,שריפת יער,סכנה קיצונית,18755,קריסת מערכות מוחלטת,162,46863,1675,קריטית,כן
05/01/2005,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,18415,קריסת מערכות מוחלטת,280,44151,1859,קריטית,כן
27/05/2007,יפן,אסיה,שריפת יער,סכנה קיצונית,5058,קריסת מערכות מוחלטת,248,41695,1723,קריטית,כן
02/01/2025,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,7948,קריסת מערכות מוחלטת,124,19626,1862,קריטית,כן
27/09/2010,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,1886,קריסת מערכות מוחלטת,84,21836,776,קריטית,כן
10/06/2005,טורקיה,אירופה,שריפת יער,סכנה קיצונית,18933,קריסת מערכות מוחלטת,186,25444,1649,קריטית,כן
07/11/2003,טורקיה,אירופה,שריפת יער,סכנה קיצונית,17320,קריסת מערכות מוחלטת,39,12551,379,קריטית,כן
25/02/2019,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,22449,קריסת מערכות מוחלטת,143,49916,142,קריטית,כן
13/09/2005,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,22774,קריסת מערכות מוחלטת,25,3628,365,קריטית,כן
19/01/2026,הודו,אסיה,שריפת יער,סכנה קיצונית,844,קריסת מערכות מוחלטת,154,16053,2000,קריטית,כן
18/06/2009,הודו,אסיה,שריפת יער,סכנה קיצונית,5190,קריסת מערכות מוחלטת,122,31888,814,קריטית,כן
10/11/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,5160,קריסת מערכות מוחלטת,240,30590,1298,קריטית,כן
18/02/2021,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,5481,קריסת מערכות מוחלטת,260,43318,1158,קריטית,כן
15/06/2011,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,8714,קריסת מערכות מוחלטת,123,47491,280,קריטית,כן
04/07/2012,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,13573,קריסת מערכות מוחלטת,145,14316,841,קריטית,כן
05/10/2005,הודו,אסיה,שריפת יער,סכנה קיצונית,24063,קריסת מערכות מוחלטת,4,9185,985,קריטית,כן
05/07/2000,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7877,קריסת מערכות מוחלטת,134,34199,162,קריטית,כן
21/06/2004,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,14924,קריסת מערכות מוחלטת,32,12288,1050,קריטית,כן
